cpse,legacy_code,description,category,specification,uom
ONGC,ONGC-FLG-1893,WN FLANGE 100MM 150# CS,Flange,"100 NB, 150#, A105",EA
CPCL,CPCL/VLV/1912,Plug Valve 100 MM CS PTFE,Valve,"CS+PTFE sleeve, 150#",EA
IOCL,IOCL-BRG-1739,Spherical Roller Bearing 22218,Bearing,90x160x40,PCS
SAIL,SAIL/FLG/1801,Blind Flange 50mm 300# AISI 316,Flange,"50 NB, 300#, SS316",PCS
NTPC,NTPC-GSK-1875,Ring Joint Gasket R37 SS316,Gasket,"R37, Octagonal, SS316",NOS
SAIL,SAIL_FST_1806,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",EA
IOCL,IOCL_CBL_1742,HT Cable 3Cx300 11kV,Cable,3Cx300 Al XLPE 11kV,M
NTPC,NTPC/FLG/1878,Slipon Flange 80mm PN16,Flange,"80 NB, PN16, MS",EA
ONGC,ONGC_PMP_1083,GATE VALVE 150MM CS 300#,Valve,"CS, 300#, RTJ",NOS
CPCL,CPCL_VLV_1919,Gate Valve 100 MM CS CL 150,Valve,"CS, 150#, Flanged",EA
SAIL,SAIL/VLV/1807,Foot Valve 100mm CI,Valve,"CI, Flanged, With strainer",NOS
IOCL,IOCL_PIP_1744,HDPE Pipe 110mm PN10,Pipe,"110mm OD, PN10, PE100",NOS
NTPC,NTPC_BRG_1879,Needle Roller Bearing NK45/35,Bearing,45x55x35,PCS
ONGC,ONGC/PMP/1906,GEAR PUMP 2INCH CI,Pump,"2 inch, CI, 1440rpm",PCS
NTPC,NTPC-PMP-1881,Gear  Pump 2inch CI,Pump,"2 inch, CI, 1440rpm",EA
NTPC,NTPC-VLV-1883,Globe Valve 65mm CS 150# RF,Valve,"CS, 150#, Flanged",NOS
CPCL,CPCL_FST_1922,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",SET
ONGC,ONGC/FST/1913,HEX  BOLT M20X80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",EA
IOCL,IOCL-VLV-1750,Plug Valve 4 Inch Carbon Steel PTFE,Valve,"CS+PTFE sleeve, 150#",EA
CIL,CIL_VLV_1796,GATE VLV 150mm CS 300#,Valve,"CS, 300#, RTJ",PCS
CIL,CIL/VLV/1800,BALL VLV 80mm SS304 Class 300,Valve,"SS304, Class 300, Screwed",EA
CPCL,CPCL_VLV_1925,Check Valve 150 MM CS CL 150,Valve,"CS, NACE, Flanged",NOS
ONGC,ONGC-PIP-1918,SS316 PIPE 50MM NB SCH40,Pipe,"50 NB, Sch40, Seamless",M
SAIL,SAIL_PIP_1809,CS Pipe 150mm NB Sch80,Pipe,"150 NB, Sch80, API 5L",MTR
CPCL,CPCL/VLV/1928,Needle Valve 25 MM SS316 6000psi,Valve,"SS316, 6000 psi, NPT",NOS
CIL,CIL-CBL-1802,HT Cable 3Cx300 11kV,Cable,3Cx300 Al XLPE 11kV,
NTPC,NTPC-FLG-1885,Blind Flange 50mm 300# SS316,Flange,"50 NB, 300#, SS316",
SAIL,SAIL/PMP/1813,Vertical Turbine Pump 200mm,Pump,"200mm column, 75kW",SET
CPCL,CPCL-BRG-1933,Spherical Roller Bearing 22218,Bearing,90x160x40,PCS
NTPC,NTPC/VLV/1891,Foot Valve 100mm CI RF,Valve,"CI, Flanged, With strainer",EA
SAIL,SAIL-MTR-1818,Induction Motor 15kW 4P IE3,Motor,"15kW, 4P, 415V, IE3",NOS
NTPC,NTPC_GSK_1893,Spiral Wound Gasket 4in 150#,Gasket,"4in, 150#, SS316+Graphite",PCS
CPCL,CPCL_VLV_1938,Foot Vlve 100 MM CI,Valve,"CI, Flanged, With strainer",PCS
IOCL,IOCL_GSK_1751,Ring Joint Gasket R37 SS316,Gasket,"R37, Octagonal, SS316",PCS
ONGC,ONGC-PMP-1920,CENTRIFUGAL PUMP 50X40 15KW,Pump,"50x40mm, 15kW, 2900rpm",EA
CPCL,CPCL-VLV-1945,Plug Valve 100 MM CS PTFE,Valve,"CS+PTFE sleeve, 150#",EA
IOCL,IOCL_BRG_1752,Thrust Ball Bearng 51108,,40x60x13,PCS
IOCL,IOCL/PMP/1757,Vertical Turbine Pump 8 Inch,Pump,"200mm column, 75kW",EA
CIL,CIL/PIP/1803,CS Pipe 150mm NB Sch80,Pipe,"150 NB, Sch80, API 5L",M
CIL,CIL-VLV-1810,Diaphragm - VLV 80mm PP,Valve,"PP body, EPDM diaphragm",PCS
CPCL,CPCL_PMP_1951,Screw Pump 5m3/hr SS,Pump,"5 m3/hr, SS wetted",PCS
NTPC,NTPC_MTR_1900,"DC, Motor 5kW 1500rpm",Motor,"5kW, 220V DC",EA
CIL,CIL-VLV-1812,Diaphragm VLV 80mm PP,Valve,"PP body, EPDM diaphragm",PCS
IOCL,IOCL_VLV_1759,Globe Valve 65mm Carbon Steel 150#,Valve,"CS, 150#, Flanged",NOS
CIL,CIL/PMP/1813,Centrifugal Pump 50x40 15kW,Pump,"50x40mm, 15kW, 2900rpm",SET
CIL,CIL_PMP_1817,Vertical Turbine Pump 200mm,Pump,"200mm column, 75kW",SET
CPCL,CPCL_PMP_1954,Screw Pump 5m3/hr SS,Pump,"5 m3/hr, SS wetted",EA
CPCL,CPCL/GSK/1961,Spiral  Wound Gasket 4in 150#,Gasket,"4in, 150#, SS316+Graphite",EA
NTPC,NTPC-VLV-1906,Knife Gate Valve 250mm SS RF,Valve,"SS gate, PN10, Lug",NOS
NTPC,NTPC-VLV-1912,Globe Valve 65mm CS 150# RF,Valve,"CS, 150#, Flanged",EA
ONGC,ONGC/PMP/1923,DIAPHRAGM DOSING PUMP 0-100LPH,Pump,"0-100 LPH, PP head",PCS
ONGC,ONGC-VLV-1929,DIAPHRAGM VALVE 80MM PP,Valve,"PP body, EPDM diaphragm",NOS
IOCL,IOCL_MTR_1766,DC Motor 5kW 1500rpm,Motor,"5kW, 220V DC",NOS
ONGC,ONGC/PMP/1930,CENTRIFUGAL PUMP 50X40 15KW,Pump,"50x40mm, 15kW, 2900rpm",SET
ONGC,ONGC-PMP-1935,GEAR PUMP 2INCH CI,Pump,"2 inch, CI, 1440rpm",EA
CIL,CIL-BRG-1824,Thrust BALL BRG 51108,Bearing,40x60x13,EA
ONGC,ONGC_VLV_1942,SAFETY RELIEF VALVE 50MM SS,Valve,"SS, Set 10 barg, Flanged",EA
ONGC,ONGC_GSK_1949,RING JOINT GASKET R37 SS316,Gasket,"R37, Octagonal, SS316",NOS
NTPC,NTPC-MTR-1915,"Induction, Motor 15kW 4P IE3",Motor,"15kW, 4P, 415V, IE3",NOS
ONGC,ONGC_VLV_1954,SAFETY RELIEF VALVE 50MM SS,Valve,"SS, Set 10 barg, Flanged",EA
CPCL,CPCL_VLV_1965,Butterfly Valve 200 MM CI PN16,Valve,"CI, PN16, Wafer",
CIL,CIL/PMP/1828,Centrifugal Pump 50x40 15kW,Pump,"50x40mm, 15kW, 2900rpm",EA
CIL,CIL/VLV/1830,BALL VLV 50mm Brass Screwed,Valve,"Brass, Screwed BSP",NOS
CIL,CIL-PMP-1835,Slurry  Pump 100mm HNBR,Pump,"100mm, HNBR lined",EA
CPCL,CPCL_PMP_1972,Gear Pump 2inch CI,Pump,"2 inch, CI, 1440rpm",NOS
IOCL,IOCL/VLV/1771,Safety - Relief Valve 2 Inch SS,Valve,"SS, Set 10 barg, Flanged",PCS
CPCL,CPCL/PMP/1978,Slurry Pump 100 MM HNBR,Pump,"100mm, HNBR lined",SET
CPCL,CPCL_BRG_1985,Thrust Ball Bearing 51108,Bearing,40x60x13,EA
CIL,CIL_FST_1840,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",SET
ONGC,ONGC-FLG-1960,SLIPON FLANGE 80MM PN16,Flange,"80 NB, PN16, MS",NOS
NTPC,NTPC_VLV_1922,Check Valve 150mm CS Class 150 RF,Valve,"CS, NACE, Flanged",EA
NTPC,NTPC_GSK_1928,Spiral Wound Gasket 4in 150#,Gasket,"4in, 150#, SS316+Graphite",EA
IOCL,IOCL-VLV-1777,Butterfly Valve 8 Inch CI PN16,Valve,"CI, PN16, Wafer",PCS
IOCL,IOCL_PMP_1783,Submersible Pump 10HP 4 Inch,Pump,"10HP, 100mm bore, 3ph",SET
IOCL,IOCL-VLV-1784,Diaphragm Valve 3 Inch PP,Valve,"PP body, EPDM diaphragm",NOS
ONGC,ONGC-VLV-1965,BALL - VALVE 80MM SS304 CL 300,Valve,"SS304, Class 300, Screwed",NOS
IOCL,IOCL/VLV/1791,Globe Valve 65mm Carbon Steel 150#,Valve,"CS, 150#, Flanged",PCS
SAIL,SAIL-VLV-1824,Gate Valve 200mm CI PN10,Valve,"CI, PN10, Flanged",EA
SAIL,SAIL_CBL_1829,"XLPE, Cable 3Cx120sqmm 1.1kV",Cable,"3Cx120, Al, Armoured",M
CIL,CIL/PMP/1846,Slurry Pump 100mm HNBR,Pump,"100mm, HNBR lined",SET
SAIL,SAIL/FLG/1831,Blind Flange 50mm 300# AISI 316,Flange,"50 NB, 300#, SS316",NOS
NTPC,NTPC/PMP/1932,Submersible Pump 10HP 100mm,Pump,"10HP, 100mm bore, 3ph",EA
NTPC,NTPC/MTR/1935,Flameproof Motor 30kW Exd,Motor,"30kW, Exd IIB, 415V",PCS
IOCL,IOCL/VLV/1798,Butterfly Valve 8 Inch CI PN16,Valve,"CI, PN16, Wafer",PCS
CPCL,CPCL/PMP/1990,Gear Pump 2inch CI,Pump,"2 inch, CI, 1440rpm",PCS
CIL,CIL-VLV-1850,Needle VLV 25mm SS316 6000psi,Valve,"SS316, 6000 psi, NPT",PCS
IOCL,IOCL-MTR-1799,Induction Motor 15kW 4P IE3,Motor,"15kW, 4P, 415V, IE3",EA
CPCL,CPCL-BRG-1995,Thrust Ball Bearing 51108,Bearing,40x60x13,PCS
CIL,CIL_VLV_1853,BALL VLV 80mm SS304 Class 300,Valve,"SS304, Class 300, Screwed",NOS
SAIL,SAIL-PMP-1835,Centrifugal Pump 50x40 15kW,Pump,"50x40mm, 15kW, 2900rpm",EA
CPCL,CPCL-FLG-2001,WN Flange 100 MM 150# CS,Flange,"100 NB, 150#, A105",PCS
ONGC,ONGC_PMP_1971,MULTISTAGE PUMP 65X50 30KW,Pump,"65x50, 30kW, 8 stage",SET
CIL,CIL/PMP/1854,Slurry Pump 100mm HNBR,Pump,"100mm, HNBR lined",EA
CPCL,CPCL/VLV/2007,Check Valve 150 MM CS CL 150,Valve,"CS, NACE, Flanged",EA
SAIL,SAIL-PMP-1838,Gear Pump 2inch CI,Pump,"2 inch, CI, 1440rpm",NOS
IOCL,IOCL-VLV-1806,Check Valve 12 Inch Carbon Steel Class 150,Valve,"CS, NACE, Flanged",EA
CIL,CIL-GSK-1855,Ring - Joint Gasket R37 SS316,Gasket,"R37, Octagonal, SS316",NOS
ONGC,ONGC-PMP-1978,MULTISTAGE PUMP 65X50 30KW,Pump,"65x50, 30kW, 8 stage",SET
CPCL,CPCL-VLV-2013,Diaphragm Valve 80 MM PP,Valve,"PP body, EPDM diaphragm",PCS
IOCL,IOCL/VLV/1811,Plug Valve 4 Inch Carbon Steel PTFE,Valve,"CS+PTFE sleeve, 150#",NOS
CPCL,CPCL/FST/2017,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",SET
NTPC,NTPC-PMP-1941,Multistage Pump 65x50 30kW,Pump,"65x50, 30kW, 8 stage",SET
CIL,CIL_GSK_1861,Ring Joint Gasket R37 SS316,Gasket,"R37, Octagonal, SS316",EA
CPCL,CPCL-VLV-2020,Safety  Relief Valve 50 MM SS,Valve,"SS, Set 10 barg, Flanged",NOS
NTPC,NTPC/VLV/1944,"Gate, Valve 100mm CS Class 150 RF",Valve,"CS, 150#, Flanged",PCS
CIL,CIL-PMP-1862,Centrifugal Pump 50x40 15kW,Pump,"50x40mm, 15kW, 2900rpm",EA
CPCL,CPCL_CBL_2024,Control Cable 12Cx2.5sq MM,Cable,"12Cx2.5 Cu, Unarm",MTR
CIL,CIL/BRG/1866,Plummer Block UCP210,Bearing,"50mm bore, CI housing",NOS
CPCL,CPCL_VLV_2026,Diaphragm Vlve 80 MM PP,Valve,"PP body, EPDM diaphragm",EA
ONGC,ONGC/BRG/1980,TAPER ROLLER BEARING 32210,Bearing,50x90x24.75,PCS
IOCL,IOCL-GSK-1818,Ring - Joint Gasket R37 SS316,Gasket,"R37, Octagonal, SS316",NOS
IOCL,IOCL-FST-1824,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",SET
IOCL,IOCL-VLV-1830,Ball Valve 2 Inch Brass Screwed,Valve,"Brass, Screwed BSP",NOS
CPCL,CPCL/MTR/2032,"DC, Motor 5kW 1500rpm",Motor,"5kW, 220V DC",PCS
IOCL,IOCL/VLV/1831,Gate Valve 2 Inch SS316 PN40,Valve,"SS316, PN40, Flanged RF",EA
CPCL,CPCL/CBL/2038,HT Cable 3Cx300 11kV,Cable,3Cx300 Al XLPE 11kV,NOS
SAIL,SAIL-PIP-1843,CS Pipe 150mm NB Sch80,Pipe,"150 NB, Sch80, API 5L",MTR
NTPC,NTPC-VLV-1950,Knife Gate Valve 250mm SS RF,Valve,"SS gate, PN10, Lug",EA
NTPC,NTPC-VLV-1954,Diaphragm Valve 80mm PP RF,Valve,"PP body, EPDM diaphragm",NOS
NTPC,NTPC_VLV_1958,Check Valve 150mm CS Class 150 RF,Valve,"CS, NACE, Flanged",PCS
ONGC,ONGC-VLV-1984,GATE VALVE 50MM SS316 PN40,Valve,"SS316, PN40, Flanged RF",EA
NTPC,NTPC/VLV/1964,Gate Valve 50mm SS316 PN40 RF,Valve,"SS316, PN40, Flanged RF",NOS
SAIL,SAIL_BRG_1847,Taper Roller Bearing 32210,Bearing,50x90x24.75,EA
ONGC,???,CONTROL CABLE 12CX2.5SQMM,Cable,"12Cx2.5 Cu, Unarm",M
CIL,CIL_VLV_1868,Butterfly VLV 200mm CI PN16,Valve,"CI, PN16, Wafer",PCS
ONGC,ONGC/MTR/1992,FLAMEPROOF MOTOR 30KW EXD,Motor,"30kW, Exd IIB, 415V",NOS
CPCL,CPCL_VLV_2039,Check Valve 150 MM CS CL 150,Valve,"CS, NACE, Flanged",EA
CIL,CIL/VLV/1869,Needle VLV 25mm SS316 6000psi,Valve,"SS316, 6000 psi, NPT",PCS
ONGC,ONGC/VLV/1998,DIAPHRAGM  VALVE 80MM PP,Valve,"PP body, EPDM diaphragm",NOS
CIL,CIL/VLV/1874,Knife GATE VLV 250mm SS,Valve,"SS gate, PN10, Lug",EA
CIL,CIL/PMP/1875,Centrifugal Pump 50x40 15kW,Pump,"50x40mm, 15kW, 2900rpm",SET
IOCL,IOCL_VLV_1834,Gate Valve 2 Inch SS316 PN40,Valve,"SS316, PN40, Flanged RF",PCS
IOCL,IOCL_VLV_1837,Gate Valve 12 Inch Carbon Steel 300#,Valve,"CS, 300#, RTJ",PCS
SAIL,SAIL/FST/1854,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",EA
SAIL,SAIL_VLV_1856,Gate Valve 100mm CS Class 150,Valve,"CS, 150#, Flanged",NOS
IOCL,IOCL_PMP_1841,Vertical Turbine Pump 8 Inch,Pump,"200mm column, 75kW",EA
SAIL,SAIL_PMP_1862,Centrifugal Pump 50x40 15kW,Pump,"50x40mm, 15kW, 2900rpm",EA
SAIL,SAIL/PIP/1865,MS Pipe 100mm NB ERW,Pipe,"100 NB, ERW, 6m",M
SAIL,SAIL/MTR/1871,Flameproof Motor 30kW Exd,Motor,"30kW, Exd IIB, 415V",EA
NTPC,NTPC-VLV-1967,Safety Relief Valve 50mm SS RF,Valve,"SS, Set 10 barg, Flanged",EA
NTPC,NTPC-PIP-1968,HDPE Pipe 110mm PN10,Pipe,"110mm OD, PN10, PE100",NOS
ONGC,ONGC_PIP_2001,GI PIPE 25MM MEDIUM,Pipe,"25mm, Medium, IS1239",NOS
SAIL,SAIL-CBL-1872,HT Cable 3Cx300 11kV,Cable,3Cx300 Al XLPE 11kV,M
IOCL,IOCL/PMP/1847,Screw Pump 5m3/hr SS,Pump,"5 m3/hr, SS wetted",PCS
CPCL,CPCL-VLV-2045,Diaphragm Valve 80 MM PP,Valve,"PP body, EPDM diaphragm",PCS
SAIL,SAIL/VLV/1874,Gate Valve 100mm CS Class 150,Valve,"CS, 150#, Flanged",NOS
IOCL,IOCL_VLV_1848,Plug Valve 4 Inch Carbon Steel PTFE,Valve,"CS+PTFE sleeve, 150#",NOS
SAIL,SAIL/MTR/1878,Flameproof Motor 30kW Exd,Motor,"30kW, Exd IIB, 415V",NOS
ONGC,ONGC/FLG/2007,BLIND FLANGE 50MM 300# SS316,Flange,"50 NB, 300#, SS316",NOS
ONGC,ONGC_BRG_2008,NEEDLE ROLLER BEARING NK45/35,Bearing,45x55x35,PCS
IOCL,IOCL-VLV-1854,Ball Valve 3 Inch SS304 Class 300,Valve,"SS304, Class 300, Screwed",NOS
ONGC,ONGC_FLG_2010,BLIND FLANGE 50MM 300# SS316,Flange,"50 NB, 300#, SS316",EA
IOCL,IOCL_VLV_1859,Safety Relief Valve 2 Inch SS,Valve,"SS, Set 10 barg, Flanged",EA
IOCL,IOCL-PMP-1860,Diaphragm Dosing Pump 0-100LPH,Pump,"0-100 LPH, PP head",PCS
NTPC,NTPC_VLV_1971,Butterfly - Valve 200mm CI PN16 RF,Valve,"CI, PN16, Wafer",PCS
ONGC,ONGC_VLV_2017,GATE VALVE 200MM CI PN10,Valve,"CI, PN10, Flanged",EA
CPCL,CPCL_VLV_2050,Gate Valve 100 MM CS CL 150,Valve,"CS, 150#, Flanged",PCS
SAIL,SAIL_MTR_1879,Induction Motor 15kW 4P IE3,Motor,"15kW, 4P, 415V, IE3",NOS
NTPC,NTPC/MTR/1972,DC Motor 5kW 1500rpm,Motor,"5kW, 220V DC",PCS
CPCL,CPCL/FLG/2056,Slipon Flange 80 MM PN16,Flange,"80 NB, PN16, MS",EA
IOCL,IOCL-PIP-1863,Carbon Steel Pipe 12 Inch NB Sch80,Pipe,"150 NB, Sch80, API 5L",MTR
CIL,CIL/PMP/1881,Screw Pump 5m3/hr SS,Pump,"5 m3/hr, SS wetted",EA
IOCL,IOCL/VLV/1866,Foot Valve 4 Inch CI,Valve,"CI, Flanged, With strainer",EA
SAIL,SAIL_CBL_1882,HT Cable 3Cx300 11kV,Cable,3Cx300 Al XLPE 11kV,NOS
IOCL,IOCL-VLV-1872,Safety Relief Valve 2 Inch SS,Valve,"SS, Set 10 barg, Flanged",PCS
NTPC,NTPC_FST_1979,Hex Bolt M20x80 8.8 HDG,Fastener,"M20x80, Gr 8.8, HDG+nut",EA
CPCL,CPCL-BRG-2058,Deep Groove Ball Bearing 6205,Bearing,"25x52x15, SKF/equiv",NOS
CPCL,CPCL_PMP_2063,Diaphragm Dosing Pump 0-100LPH,Pump,"0-100 LPH, PP head",NOS
IOCL,IOCL_PIP_1875,Carbon Steel Pipe 12 Inch NB Sch80,Pipe,"150 NB, Sch80, API 5L",MTR
SAIL,SAIL_VLV_1889,Gate Valve 100mm CS Class 150,Valve,"CS, 150#, Flanged",PCS
IOCL,IOCL_PMP_1882,Multistage Pump 65x50 30kW,Pump,"65x50, 30kW, 8 stage",SET
NTPC,NTPC/CBL/1984,Control Cable 12Cx2.5sqmm,Cable,"12Cx2.5 Cu, Unarm",NOS
IOCL,IOCL-PMP-1883,Gear Pump 2inch CI,Pump,"2 inch, CI, 1440rpm",NOS
ONGC,ONGC-PMP-2023,SUBMERSIBLE PUMP 10HP 100MM,Pump,"10HP, 100mm bore, 3ph",SET
SAIL,SAIL/VLV/1893,Globe Valve 65mm CS 150#,Valve,"CS, 150#, Flanged",
NTPC,???,Ball Valve 50mm Brass Screwed RF,Valve,"Brass, Screwed BSP",PCS
SAIL,SAIL-FLG-1899,Blind Flange 50mm 300# AISI 316,Flange,"50 NB, 300#, SS316",EA
SAIL,SAIL_VLV_1902,Plug Valve 100mm CS PTFE,Valve,"CS+PTFE sleeve, 150#",PCS
IOCL,IOCL_VLV_1886,Needle Valve 25mm SS316 6000psi,Valve,"SS316, 6000 psi, NPT",EA
ONGC,ONGC/VLV/2027,BUTTERFLY VALVE 200MM CI PN16,Valve,"CI, PN16, Wafer",PCS
IOCL,IOCL/FLG/1891,WN Flange 4 Inch 150# Carbon Steel,Flange,"100 NB, 150#, A105",EA
IOCL,IOCL/FLG/1893,WN Flange 4 Inch 150# Carbon Steel,Flange,"100 NB, 150#, A105",NOS
CIL,CIL/VLV/1886,Foot VLV 100mm CI,Valve,"CI, Flanged, With strainer",PCS
CPCL,CPCL/PIP/2070,MS Pipe 100 MM NB ERW,Pipe,"100 NB, ERW, 6m",M
NTPC,NTPC/VLV/1991,Gate Valve 50mm SS316 PN40 RF,Valve,"SS316, PN40, Flanged RF",
CIL,CIL/VLV/1890,Foot VLV 100mm CI,Valve,"CI, Flanged, With strainer",NOS
CPCL,CPCL/MTR/2074,Induction Motor 15kW 4P IE3,Motor,"15kW, 4P, 415V, IE3",EA
NTPC,NTPC-PIP-1992,SS316 Pipe 50mm NB Sch40,Pipe,"50 NB, Sch40, Seamless",MTR
ONGC,ONGC_VLV_2031,GATE VALVE 150MM CS 300#,Valve,"CS, 300#, RTJ",PCS
ONGC,ONGC/PIP/2034,HDPE PIPE 110MM PN10,Pipe,"110mm OD, PN10, PE100",NOS
CIL,CIL-BRG-1894,"Spherical, Roller BRG 22218",Bearing,90x160x40,NOS
CPCL,CPCL_PMP_2081,Vertical Turbine Pump 200 MM,Pump,"200mm column, 75kW",EA
ONGC,ONGC_VLV_2040,CHECK VALVE 150MM CS CL 150,Valve,"CS, NACE, Flanged",PCS
IOCL,IOCL-BRG-1897,Needle Roller Bearing NK45/35,Bearing,45x55x35,EA
SAIL,SAIL-PMP-1903,Submersible Pump 10HP 100mm,Pump,"10HP, 100mm bore, 3ph",SET
SAIL,SAIL-VLV-1906,"Gate, Valve 150mm CS 300#",Valve,"CS, 300#, RTJ",PCS
SAIL,SAIL/VLV/1911,Foot Valve 100mm CI,Valve,"CI, Flanged, With strainer",PCS
ONGC,ONGC_MTR_2047,INDUCTION MOTOR 15KW 4P IE3,Motor,"15kW, 4P, 415V, IE3",NOS
ONGC,ONGC/PMP/2051,DIAPHRAGM DOSING PUMP 0-100LPH,Pump,"0-100 LPH, PP head",EA
ONGC,ONGC/BRG/2056,DEEP GROOVE BALL BEARING 6205,Bearing,"25x52x15, SKF/equiv",EA
ONGC,ONGC-VLV-2059,FOOT VALVE 100MM CI,,"CI, Flanged, With strainer",PCS
CPCL,CPCL_VLV_2086,Check Valve 150 MM CS CL 150,Valve,"CS, NACE, Flanged",EA
CPCL,CPCL_PIP_2092,CS Pipe 150 MM NB Sch80,Pipe,"150 NB, Sch80, API 5L",MTR
SAIL,SAIL-VLV-1918,Globe Valve 65mm CS 150#,Valve,"CS, 150#, Flanged",EA
IOCL,IOCL/PMP/1899,Gear Pump 2inch CI,Pump,"2 inch, CI, 1440rpm",NOS
CPCL,CPCL-VLV-2096,Ball Vlve 80 MM SS304 CL 300,Valve,"SS304, Class 300, Screwed",
ONGC,ONGC-PMP-2063,GEAR PUMP 2INCH CI,Pump,"2 inch, CI, 1440rpm",NOS
SAIL,SAIL_VLV_1924,Gate Valve 200mm CI PN10,Valve,"CI, PN10, Flanged",EA
CPCL,CPCL/PIP/2099,MS Pipe 100 MM NB ERW,Pipe,"100 NB, ERW, 6m",MTR
SAIL,SAIL-PMP-1925,Submersible - Pump 10HP 100mm,Pump,"10HP, 100mm bore, 3ph",EA
CPCL,CPCL_FLG_2103,Slipon Flange 80 MM PN16,Flange,"80 NB, PN16, MS",EA
NTPC,NTPC_PMP_1995,Diaphragm Dosing Pump 0-100LPH,Pump,"0-100 LPH, PP head",PCS
ONGC,ONGC_BRG_2065,DEEP  GROOVE BALL BEARING 6205,Bearing,"25x52x15, SKF/equiv",EA
CIL,CIL/PIP/1899,HDPE Pipe 110mm PN10,Pipe,"110mm OD, PN10, PE100",MTR
CIL,CIL-MTR-1900,Induction Motor 15kW 4P IE3,Motor,"15kW, 4P, 415V, IE3",NOS
CPCL,CPCL-BRG-2104,Plu MMer Block UCP210,Bearing,"50mm bore, CI housing",
NTPC,NTPC_PMP_1999,Screw Pump 5m3/hr SS,Pump,"5 m3/hr, SS wetted",PCS
ONGC,ONGC-BRG-2066,DEEP GROOVE BALL BEARING 6205,Bearing,"25x52x15, SKF/equiv",EA
SAIL,SAIL/VLV/1926,Gate Valve 50mm AISI 316 PN40,Valve,"SS316, PN40, Flanged RF",NOS
CPCL,CPCL_BRG_2110,Plu MMer Block UCP210,Bearing,"50mm bore, CI housing",NOS
IOCL,IOCL-VLV-1906,Gate Valve 8 Inch CI PN10,Valve,"CI, PN10, Flanged",EA
SAIL,SAIL-MTR-1929,DC  Motor 5kW 1500rpm,Motor,"5kW, 220V DC",PCS
SAIL,SAIL-PIP-1932,HDPE Pipe 110mm PN10,Pipe,"110mm OD, PN10, PE100",M
ONGC,ONGC/PIP/2073,GI PIPE 25MM MEDIUM,Pipe,"25mm, Medium, IS1239",NOS
ONGC,ONGC-PMP-2075,DIAPHRAGM DOSING PUMP 0-100LPH,Pump,"0-100 LPH, PP head",EA
CIL,CIL/VLV/1905,Globe VLV 65mm CS 150#,Valve,"CS, 150#, Flanged",NOS
CIL,CIL_VLV_1912,Check VLV 150mm CS Class 150,Valve,"CS, NACE, Flanged",EA
NTPC,NTPC_BRG_2003,Deep Groove Ball Bearing 6205,Bearing,"25x52x15, SKF/equiv",NOS
CPCL,CPCL_CBL_2111,XLPE Cable 3Cx120sq MM 1.1kV,Cable,"3Cx120, Al, Armoured",MTR
CIL,CIL/VLV/1919,BALL VLV 80mm SS304 Class 300,Valve,"SS304, Class 300, Screwed",EA
SAIL,SAIL_VLV_1939,Safety Relief Valve 50mm SS,Valve,"SS, Set 10 barg, Flanged",EA
CIL,CIL-VLV-1924,Check VLV 150mm CS Class 150,Valve,"CS, NACE, Flanged",PCS
IOCL,IOCL-CBL-1911,Control Cable 12Cx2.5sqmm,Cable,"12Cx2.5 Cu, Unarm",M
IOCL,IOCL_VLV_1918,Needle Valve 25mm SS316 6000psi,Valve,"SS316, 6000 psi, NPT",NOS
ONGC,ONGC/BRG/2079,THRUST BALL BEARING 51108,Bearing,40x60x13,EA
IOCL,IOCL-VLV-1921,Foot Valve 4 Inch CI,Valve,"CI, Flanged, With strainer",NOS
SAIL,SAIL-BRG-1940,Needle Roller Bearing NK45/35,Bearing,45x55x35,EA
IOCL,IOCL_VLV_1923,Gate Valve 4 Inch Carbon Steel Class 150,Valve,"CS, 150#, Flanged",NOS
CPCL,CPCL-PIP-2115,GI Pipe 25 MM Medium,Pipe,"25mm, Medium, IS1239",NOS
CIL,CIL-VLV-1927,Diaphragm VLV 80mm PP,Valve,"PP body, EPDM diaphragm",PCS
NTPC,NTPC/CBL/2007,XLPE Cable 3Cx120sqmm 1.1kV,Cable,"3Cx120, Al, Armoured",MTR
CIL,CIL-BRG-1930,Plummer Block UCP210,Bearing,"50mm bore, CI housing",EA
IOCL,IOCL/BRG/1929,Taper Roller Bearing 32210,Bearing,50x90x24.75,EA
SAIL,SAIL_PIP_1942,CS Pipe 150mm NB Sch80,Pipe,"150 NB, Sch80, API 5L",M
CPCL,CPCL/VLV/2121,Diaphragm Valve 80 MM PP,Valve,"PP body, EPDM diaphragm",NOS
CPCL,CPCL/MTR/2127,Flameproof  Motor 30kW Exd,Motor,"30kW, Exd IIB, 415V",NOS
CIL,CIL_VLV_1935,GATE VLV 50mm SS316 PN40,Valve,"SS316, PN40, Flanged RF",NOS
